emp_no,first_name,last_name,gender,birth_date,hire_date
23221,Khosrow,Wielonsky,M,1954-02-11,1989-01-16
23232,Sajjad,Sambasivam,M,1958-11-03,1993-12-25
23257,Luigi,Halloran,F,1955-03-14,1986-11-07
23270,Aloke,Swan,M,1957-12-04,1989-04-10
23317,Huican,Worfolk,F,1952-06-25,1988-06-14
23333,Becky,Nicolson,M,1953-03-30,1993-09-17
23346,Rasiah,Lichtman,F,1961-03-24,1995-11-13
23353,Genevieve,Krone,M,1961-12-10,1993-07-30
23390,Isamu,Baalen,M,1960-12-07,1985-12-14
23431,Ingemar,Karunanithi,M,1958-07-17,1989-12-08
23440,Sadun,Hanratty,M,1964-09-28,1992-01-03
23531,Fumiya,Nastansky,M,1958-02-11,1989-09-18
23576,Sumant,Rajcani,M,1960-03-21,1994-01-17
23580,Chikara,Chelton,M,1958-02-06,1995-07-10
23592,Marek,Templeman,M,1955-03-01,1985-12-31
23609,Domenico,Swiss,F,1955-10-12,1990-11-13
23646,Gio,Klassen,M,1962-01-18,1988-12-30
23647,Mads,Bellone,F,1956-02-21,1998-01-10
23669,Vishwani,Kaminger,M,1963-08-23,1986-01-10
23687,Monique,Stellhorn,F,1960-07-08,1986-10-08
23748,Kien,Cesareni,F,1960-03-05,1988-08-21
23774,Behnaam,Versino,M,1964-09-18,1993-09-11
23803,Marsja,Brobst,M,1963-04-21,1990-02-23
23804,Uriel,Hutter,M,1963-03-26,1996-06-24
23912,Kellyn,Waschkowski,F,1962-05-30,1993-08-19
23923,Kiyotoshi,Frolund,M,1964-05-16,1990-04-27
23925,Serif,Segond,M,1962-06-24,1985-03-12
23958,Alejandro,Peng,M,1963-09-28,1992-11-10
23975,Mohammed,Passafiume,F,1960-07-03,1991-02-09
23984,Jeanna,Winter,M,1960-03-27,1993-11-27
24008,Jolita,Pelc,M,1957-08-31,1993-02-02
24057,Gal,Fasbender,M,1962-05-18,1990-11-11
24062,Satosi,Butner,M,1955-06-28,1985-03-15
24094,Domenico,Bael,M,1955-03-18,1989-02-17
24151,Xiahua,Uhrik,M,1964-10-05,1988-02-08
24168,Takahiro,Krupka,M,1958-02-04,1993-02-24
24208,Barna,Yavatkar,M,1960-06-03,1989-05-17
24226,Maik,Schauser,M,1959-06-04,1988-06-30
24238,Berto,Marakhovsky,M,1959-03-22,1994-08-17
24270,Elgin,Lagarias,M,1964-05-15,1986-11-30
24276,Shem,Biran,M,1960-09-21,1988-09-20
24346,Khoa,Reinhard,F,1954-04-08,1991-07-08
24369,Yannis,Kugler,F,1952-02-04,1993-11-07
24421,Dannz,Grospietsch,M,1965-01-10,1990-09-01
24430,Conal,Kolinko,M,1963-01-27,1988-03-29
24442,Arunas,Cesareni,F,1955-11-29,1993-05-09
24446,Adamantios,Camarinopoulos,F,1953-09-27,1987-04-04
24449,Marsja,Servi,M,1961-03-20,1994-03-06
24469,Baoqiu,Landherr,M,1963-08-03,1992-10-12
24505,Jenwei,Cannata,F,1958-09-18,1992-06-29
24511,Hirochika,Radhakrishnan,F,1959-04-25,1988-09-18
24512,Evgueni,Angot,F,1960-10-31,1998-12-19
24533,Shigenori,Erman,M,1953-11-21,1986-12-06
24629,Keiichiro,Pelz,M,1953-08-20,1998-10-19
24658,Vasiliy,Rattan,M,1963-03-11,1985-06-16
24661,Michaela,Chleq,M,1954-11-03,1994-12-28
24700,Przemyslawa,Guenter,M,1956-02-12,1994-03-17
24713,Zhilian,Merey,M,1952-05-22,1986-12-04
24721,Bernt,Ranze,M,1956-11-25,1994-06-28
24726,Rance,Blokdijk,M,1957-05-09,1991-05-26
24803,Kyoichi,Ranta,M,1957-06-20,1993-07-24
24814,Seshu,Molenkamp,M,1956-09-05,1994-11-26
24837,Gopalakrishnan,Percebois,M,1957-06-19,1992-02-14
24854,Sushant,Neiman,F,1952-09-04,1986-11-17
24856,Alagu,Kirkerud,M,1954-08-29,1996-12-09
24900,Zeljko,Vidya,M,1955-02-15,1985-11-04
24948,Khalil,Cooke,M,1957-05-06,1986-09-29
24972,Anneli,Naumovich,M,1954-02-21,1993-01-03
25017,Chaosheng,Gladwell,M,1954-05-04,1989-09-19
25021,Matk,Aamodt,M,1957-08-12,1989-11-08
25028,Rosalyn,Morton,F,1959-12-15,1991-09-12
25047,Vatsa,Eldridge,M,1964-10-03,1990-12-10
25075,Lucian,Clemencon,M,1959-05-29,1990-04-28
25110,Sushant,Peek,F,1956-03-14,1994-10-10
25159,Bedir,Jervis,F,1963-11-02,1989-12-29
25184,Roselyn,Gente,M,1957-07-16,1993-07-22
25192,Sushant,Welham,M,1959-10-17,1985-08-31
25207,Basil,Broder,M,1952-12-25,1994-04-23
25223,Youjian,Schaad,F,1961-07-22,1988-09-05
25249,Xiaocheng,Kitsuregawa,M,1957-01-22,1988-01-30
25268,Zeydy,Oaver,F,1961-05-30,1996-11-17
25305,Kish,Braunmuhl,M,1952-02-17,1990-04-01
25314,Hidekazu,Luit,M,1954-09-27,1996-08-27
25325,Kwangyoen,Dengi,F,1957-11-28,1988-08-26
25351,Shimshon,Baca,M,1953-07-30,1986-11-22
25374,Guttorm,Henders,F,1957-09-08,1996-06-26
25391,Hatsukazu,Billawala,M,1953-05-01,1985-07-22
25399,Niclas,Servieres,F,1961-07-11,1994-09-21
25427,Shaunak,Sooriamurthi,M,1964-09-23,1992-12-08
25439,Srinidhi,Ghazalie,M,1956-01-06,1987-02-20
25513,Rimon,Ginesta,M,1958-10-12,1992-09-27
25522,Mohammad,Daescu,F,1954-12-23,1990-12-19
25545,Lihong,Chorvat,F,1955-11-08,1991-10-06
25598,Masoud,Pappas,F,1953-10-31,1999-01-25
25643,Adin,Peak,F,1952-11-12,1988-09-04
25653,Visit,Schaaf,M,1959-04-19,1995-04-18
25672,Falguni,Slutz,F,1959-10-06,1986-05-20
25763,Insup,Highland,M,1962-11-20,1993-05-16
25806,Olivera,Rabehasaina,F,1952-04-07,1991-03-27
25849,Nidapan,Bresenham,M,1956-06-09,1988-12-22
25869,Weiyi,Androutsos,M,1960-03-23,1989-07-31
25870,Xiahua,Taubman,F,1959-08-06,1989-10-12
25889,Nirmal,Bail,F,1961-11-20,1997-12-14
25917,Golgen,Docker,F,1955-06-18,1993-03-05
25919,Persi,Kulisch,M,1956-08-17,1997-12-27
25986,Yucel,Kranzdorf,M,1960-05-08,1985-08-13
26000,Fuqing,Veeraraghavan,F,1956-09-28,1997-08-01
26007,Van,Pettis,F,1958-03-18,1990-02-24
26017,Filipe,Pauthner,F,1952-10-12,1997-04-01
26048,Zhonghui,Manders,M,1964-09-25,1991-06-16
26066,Brigham,Eiter,M,1954-01-12,1989-09-23
26165,Heather,Rohrbach,F,1962-09-10,1988-03-23
26186,Lalit,Litecky,F,1957-11-08,1986-11-20
26193,Oguz,Zykh,M,1958-04-07,1987-08-18
26209,Luerbio,Gadepally,M,1964-08-21,1985-02-03
26211,Ingemar,Zockler,F,1959-07-18,1993-04-02
26224,Shrikanth,Minakawa,F,1959-12-20,1995-01-17
26234,Alassane,Bodoff,M,1959-08-31,1996-08-25
26247,Mayuko,Serre,F,1961-09-05,1991-10-08
26283,Abdulla,Feldmann,M,1955-03-04,1988-12-05
26304,Ottavia,Schnelling,M,1958-02-23,1987-09-20
26367,JoAnne,Matzen,M,1954-12-06,1988-03-30
26382,Aloke,Zuberek,F,1958-05-26,1992-03-15
26383,Stein,Vrecion,M,1959-11-24,1987-08-05
26401,Conal,Rodham,M,1957-06-13,1993-06-19
26401,Conal,Rodham,M,1957-06-13,1993-06-19
26495,Pradeep,Gimarc,M,1958-12-16,1991-08-31
26497,Hitofumi,Eppinger,M,1963-01-24,1990-01-03
26502,Bader,Maccarone,M,1952-11-23,1991-09-16
26525,Siamak,Morris,M,1959-09-05,1999-03-01
26534,Barun,Radhakrishnan,F,1959-04-01,1986-01-21
26587,Arto,Koshino,M,1960-09-02,1997-08-04
26630,Aria,Kowalchuk,M,1954-03-06,1993-01-03
26632,Berna,Vernadat,M,1963-09-17,1989-12-13
26649,Debaprosad,Parhami,M,1962-12-27,1990-08-07
26655,Suzette,Benaini,M,1956-04-15,1986-12-04
26659,Luigi,Duclos,M,1960-05-20,1998-12-02
26744,Amstein,Rosiles,M,1961-06-04,1992-04-08
26772,Nigel,Luft,F,1962-11-26,1988-08-09
26820,Jahangir,Randi,M,1959-08-23,1992-09-01
26943,Yishai,Rosin,M,1960-07-17,1994-01-05
26957,Atreyi,Baca,M,1953-05-01,1988-01-07
26970,Qiwen,Grospietsch,M,1957-07-16,1990-06-29
26978,Kwee,Nitto,M,1962-09-03,1995-03-22
26992,Sigeru,Henseler,M,1959-10-17,1991-04-18
27036,Mansur,Krzyzanowski,M,1963-10-19,1992-09-25
27133,Lenore,Bondorf,M,1963-08-07,1997-06-13
27221,Syozo,Rosar,F,1955-02-12,1986-08-26
27229,Przemyslawa,Lundstrom,M,1957-03-06,1988-11-16
27238,Jiakeng,Feinberg,F,1954-06-30,1993-05-29
27251,IEEE,Hennebert,F,1964-11-16,1987-08-27
27266,Karsten,Fraisse,F,1961-01-16,1991-04-01
27301,Bowen,Casperson,M,1955-01-12,1991-05-11
27308,Uma,Ozeri,F,1955-02-19,1991-05-03
27308,Uma,Ozeri,F,1955-02-19,1991-05-03
27410,Dulce,Pauthner,M,1955-04-22,1995-11-02
27491,Yefim,Comyn,M,1953-05-12,1992-07-10
27517,Lihong,Iacovou,F,1963-03-22,1985-04-06
27518,Noritoshi,Ramsay,M,1960-06-29,1988-01-11
27556,Wilmer,Minakawa,F,1960-03-01,1988-08-03
27569,Nalini,Bierman,F,1958-01-13,1985-12-20
27588,Takahira,Anger,F,1955-07-28,1989-12-13
27785,Feipei,Mukaidono,M,1952-05-08,1997-08-22
27811,Edwin,Broder,F,1956-01-11,1993-06-05
27868,Weiye,Kuzuoka,F,1959-02-22,1985-05-30
27936,Vugranam,Cincotta,M,1959-11-23,1990-11-21
27968,Harngdar,England,M,1953-05-19,1986-07-13
27970,KayLiang,Miyakawa,F,1965-01-12,1988-05-22
28039,Vishv,Khasidashvili,F,1957-03-09,1991-04-20
28062,Ramalingam,Vidal,M,1964-08-17,1988-04-14
28101,Minghong,Marsiglia,M,1954-11-11,1993-06-21
28148,Muzhong,Fontan,F,1960-12-10,1988-02-06
28174,Heather,Rajala,F,1957-03-07,1988-10-23
28223,Hongzhu,Falster,M,1958-12-19,1988-07-03
28229,Yolla,Zykh,M,1960-08-04,1991-01-12
28241,Yuguang,Baik,M,1959-01-04,1988-01-28
28290,Hyuncheol,Ashish,F,1960-12-31,1985-09-01
28293,Dipankar,Ladret,F,1963-04-11,1993-05-11
28325,Iara,Baar,M,1954-11-02,1988-04-05
28328,Patricio,Lund,F,1964-02-12,1986-09-02
28387,Nahla,Aamodt,F,1959-11-29,1997-02-15
28413,Nadjib,Brodie,M,1954-03-22,1987-10-04
28455,Isaac,Anguita,M,1952-02-20,1999-06-14
28459,Armond,Berztiss,M,1957-02-25,1991-12-30
28474,Mabo,Arlazarov,M,1952-08-28,1988-09-13
28492,Heather,Srimani,F,1959-01-14,1989-04-28
28494,Luerbio,Ratzlaff,M,1954-07-20,1989-12-01
28500,Fumiko,Zwicker,M,1954-04-28,1999-11-23
28531,Geoffry,Milicic,F,1963-05-24,1998-05-20
28575,Jayson,Yurov,M,1954-11-10,1989-12-04
28592,Tzu,Zeleznik,F,1958-03-20,1997-10-01
28639,Gregory,Jayawardene,M,1964-05-22,1986-07-03
28650,Danai,VanScheik,M,1959-07-31,1992-06-28
28730,Constantine,Lampe,M,1961-12-06,1985-02-17
28805,Zhaofang,Siegrist,F,1959-12-31,1989-07-02
28807,Changho,Bhattacharjee,M,1958-06-26,1991-07-24
28843,Jaber,Karnin,F,1960-06-13,1985-08-31
28887,Atreye,Mellouli,M,1959-07-20,1993-03-30
28898,Kazuhito,Spell,M,1957-09-22,1988-07-04
28941,Froduald,Cichocki,F,1962-11-20,1992-10-14
28982,Heping,Dalton,F,1964-06-10,1989-12-31
28987,Gio,Montemayor,M,1964-03-04,1990-03-17
28999,Alassane,Raczkowsky,F,1963-01-14,1989-07-15
29027,Arnould,Stasinski,M,1956-01-05,1987-04-02
29039,Yurij,Merks,M,1964-05-17,1988-05-29
29078,Feiyu,Ramsak,M,1957-05-15,1987-05-20
29104,DeForest,Validov,F,1952-04-27,1993-03-21
29134,Premsyl,Murrill,M,1959-08-05,1997-03-12
29135,Weiru,Strandh,F,1953-12-09,1989-10-13
29157,Jinxi,Prampolini,F,1964-02-05,1988-04-10
29162,Saddek,Mayerwieser,F,1956-06-23,1986-01-24
29177,Alair,Undy,F,1964-11-18,1992-11-25
29187,Howell,Luff,F,1958-02-12,1988-06-22
29212,Magy,Denis,M,1961-03-04,1999-06-05
29224,Shugo,Peck,F,1958-05-10,1995-04-11
29272,Akhilish,Cools,M,1964-08-01,1996-06-19
29323,Khedija,Pillow,F,1952-09-28,1991-11-15
29335,Hironobu,Cappelli,M,1959-07-18,1991-02-01
29422,Yurij,Yurek,M,1952-10-03,1991-05-04
29448,Nahid,Chappelet,M,1956-10-09,1988-12-01
29478,Constantijn,Terwilliger,M,1956-01-17,1991-07-25
29479,Make,Lampe,M,1952-08-27,1989-02-10
29482,Makato,Schiettecatte,M,1958-06-14,1989-09-22
29504,Kamakshi,Benner,M,1955-04-23,1991-12-01
29534,Tran,Petersohn,F,1954-06-29,1998-10-21
29586,Cullen,Llado,F,1963-05-01,1992-12-16
29611,Hailing,Ellozy,M,1961-03-29,1991-09-03
29687,Leandro,Garnier,M,1952-12-12,1991-04-08
29782,Jouko,Hellwagner,M,1965-01-29,1994-12-21
29786,Paloma,Vrecion,F,1962-02-17,1990-04-17
29834,Youjian,Merro,M,1958-02-20,1985-09-11
29853,Moriyoshi,Perfilyeva,M,1962-01-21,1992-11-24
29860,Premsyl,Ritcey,F,1958-07-08,1995-11-18
29892,Keung,Hebden,F,1955-04-16,1996-02-12
29907,Kokou,Butterworth,F,1961-11-01,1985-07-13
29909,Arvind,Menyhert,M,1952-12-17,1991-11-03
29926,Ung,Marquardt,F,1957-06-16,1985-10-04
29931,Bojan,Gihr,M,1960-11-25,1990-11-13
30003,Takahito,Vilarrasa,M,1952-11-25,1990-08-22
30011,Sverrir,Veevers,M,1961-01-12,1985-12-08
30069,Conal,Morris,F,1957-12-10,1987-07-01
30078,Greger,Thummel,F,1953-11-28,1987-11-16
30085,Emdad,Rothenberg,F,1952-08-20,1994-05-05
30130,Vugranam,Antonakopoulos,M,1960-03-05,1990-12-06
30161,Muzhong,Gimarc,F,1952-07-13,1985-05-13
30216,Tsuneo,Baer,M,1954-05-16,1994-12-10
30230,Teiji,Stenning,M,1956-01-22,1992-09-26
30233,Foong,Straney,F,1957-03-02,1986-08-18
30238,Jasminko,Braunmuhl,M,1957-04-28,1991-04-08
30298,Kerryn,Cardazo,F,1956-09-05,1985-09-14
30333,Feixiong,Chinen,F,1957-06-03,1991-04-12
30363,Dante,Karcich,M,1953-11-05,1991-08-26
30398,Phuoc,Stanger,M,1956-02-13,1994-08-03
30414,Zvonko,Karnin,F,1961-02-16,1998-06-02
30426,Toshimitsu,Morrin,F,1962-04-04,1997-03-04
30436,Zhenhua,Polupanov,M,1960-02-03,1997-02-12
30445,Satoru,Compeau,M,1960-05-14,1992-11-20
30498,Heng,Jervis,M,1954-03-21,1989-04-17
30503,Constantino,Vingron,M,1960-06-27,1994-07-26
30530,LiMin,McFarlan,F,1955-12-01,1985-09-20
30564,Ortrud,Kalloufi,M,1964-03-17,1986-08-27
30564,Ortrud,Kalloufi,M,1964-03-17,1986-08-27
30608,Geoffry,Luks,M,1956-10-09,1998-07-23
30620,Dung,Niizuma,M,1952-11-11,1991-06-03
30667,Taiji,Pews,F,1953-08-30,1989-05-11
30693,Udi,Ponthieu,M,1956-08-29,1989-09-17
30766,Tesuya,Gulak,M,1953-04-27,1989-11-26
30774,Gunilla,Hettesheimer,M,1955-11-07,1989-07-26
30833,Chaoyi,Cichocki,M,1955-03-03,1986-04-14
30836,Sachem,Mitsuhashi,M,1955-09-08,1986-11-27
30844,Aran,Kugler,M,1955-05-03,1995-01-20
30858,Berhard,Kandlur,M,1962-10-18,1990-01-14
30874,Amstein,Luck,F,1957-05-14,1988-10-15
30881,Eric,Glowinski,F,1964-10-25,1988-07-14
30901,Pramod,Rossi,M,1963-05-16,1996-12-18
30908,Guozhong,Dehkordi,M,1958-02-05,1997-12-12
30978,Gunilla,Onuegbe,M,1953-02-23,1995-07-25
30986,Kensei,Matzke,F,1962-10-20,1988-10-28
31010,Gudjon,Papsdorf,M,1958-05-01,1990-10-18
31017,Geoffry,Kitsuregawa,M,1952-09-27,1993-09-30
31018,Pranas,Klerer,M,1958-02-25,1986-07-19
31025,Suebskul,Rijsenbrij,M,1953-04-23,1986-05-26
31120,Ewing,Flasterstein,M,1957-01-19,1992-01-23
31126,Mokhtar,Siegrist,M,1959-07-14,1986-07-28
31133,Salvador,Boyle,F,1957-06-03,1995-04-08
31153,Saddek,Minakawa,F,1964-03-30,1990-08-13
31155,Kwun,Herber,M,1961-08-06,1986-07-12
31163,Caolyn,Sambasivam,M,1958-07-01,1992-09-21
31177,Armond,Picci,F,1957-04-03,1989-05-11
31179,Yifei,Armand,M,1964-09-09,1989-02-01
31186,Muneo,Bahr,F,1960-03-24,1991-08-27
31190,Hairong,Engelmann,M,1961-02-09,1992-09-04
31204,Berry,Murillo,F,1952-07-30,1997-08-26
31215,Constantine,Schaft,F,1954-09-30,1990-07-23
31225,Barry,Kieras,M,1957-10-19,1991-09-08
31245,Woody,Maliniak,M,1964-07-01,1988-10-03
31261,Gudjon,Erdi,M,1964-07-16,1996-07-03
31267,Souichi,Copas,M,1960-12-03,1992-05-05
31278,Chaosheng,Delaune,M,1952-10-24,1998-01-21
31302,Debaprosad,Matzel,M,1959-06-28,1995-01-15
31311,Rosalyn,Lally,F,1956-09-10,1996-12-13
31320,Val,Walston,M,1953-10-21,1994-07-27
31330,Herb,Khasidashvili,M,1958-01-01,1991-03-12
31332,Bouchung,Dymetman,F,1959-04-19,1995-12-02
31345,Toong,Cichocki,F,1960-12-17,1987-01-29
31413,Margareta,Munke,F,1960-05-02,1989-03-30
31444,Aris,Hinsberger,M,1953-06-08,1986-01-08
31479,Gennadi,Taneja,F,1963-12-05,1998-08-30
31492,Dmitri,Lichtman,F,1953-05-04,1989-06-15
31534,LiMin,McAlpine,M,1963-02-24,1989-04-20
31543,Srinidhi,Siksek,F,1955-01-26,1986-09-14
31554,Mitsuyuki,Cochrane,F,1955-05-16,1993-02-10
31591,Radoslaw,Nourani,M,1964-04-09,1985-05-02
31620,Saniya,Etalle,F,1959-09-04,1986-12-24
31672,Faiza,Antonakopoulos,M,1956-01-08,1993-03-30
31694,Nakhoon,Bael,M,1962-08-14,1991-03-04
31723,Ziva,Delaune,M,1955-04-26,1992-02-29
31873,Mads,Demos,M,1960-01-04,1997-10-25
31891,Weiru,Gelosh,M,1960-01-07,1990-10-05
31909,Murthy,Peek,M,1965-01-10,1994-07-19
31919,Alejandro,Toyoshima,F,1961-10-29,1986-01-14
31938,Luerbio,Parascandalo,M,1960-04-12,1988-03-15
31995,Toney,Foote,M,1960-04-14,1995-10-21
32012,Zito,Dratva,F,1960-11-27,1988-04-17
32045,Oscal,Kruskal,M,1962-12-08,1986-09-09
32081,Berhard,Lamba,M,1961-08-14,1996-03-16
32087,Fun,Kuhnemann,M,1961-12-15,1986-08-10
32089,Jianhua,Bardell,M,1953-12-11,1987-11-23
32099,Weiwu,Feldhoffer,F,1957-09-01,1997-05-19
32185,Kinh,DiGiano,F,1964-03-04,1989-07-11
32212,Manton,Zaumen,F,1956-05-13,1985-06-14
32319,Candida,Bhattacharjee,M,1956-12-05,1985-03-31
32327,Divine,Cesareni,M,1964-08-01,1992-09-11
32328,Dekang,Soicher,M,1964-04-22,1989-11-19
32379,Yongqiao,Vingron,M,1956-06-14,1995-01-23
32379,Yongqiao,Vingron,M,1956-06-14,1995-01-23
32410,Geraldo,Jenevein,M,1955-11-27,1985-03-29
32428,Subhada,Senzako,M,1958-04-07,1994-09-06
32439,Abdelghani,Karner,M,1952-09-29,1986-07-19
32463,Woody,Anandan,M,1962-12-03,1989-06-23
32478,Hatim,Reistad,F,1958-03-28,1987-12-05
32502,Yoshinari,Antonisse,M,1960-01-07,1992-10-02
32504,Teunis,Benaini,F,1958-09-29,1999-04-17
32515,Branimir,Attimonelli,F,1955-02-15,1993-09-17
32560,Yonghoan,Bhattacharjee,M,1962-12-22,1997-07-14
32575,Leif,Serdy,M,1956-11-20,1998-12-31
32591,Dipayan,Ranze,F,1962-12-02,1986-04-19
32595,Magy,Ghemri,F,1954-09-05,1991-03-17
32642,Danel,Garigliano,M,1954-01-08,1985-09-02
32669,Tooru,Fordan,M,1957-09-15,1988-05-26
32763,Ronghao,Picci,F,1960-03-25,1992-08-14
32784,Falguni,Pepe,M,1956-06-19,1990-09-20
32788,Zhaofang,Janetzko,F,1958-10-01,1999-10-29
32821,Zhonghua,Guardalben,F,1958-08-23,1986-05-06
32829,Yuchang,Pouyioutas,M,1957-09-06,1994-02-09
32902,Mokhtar,Suessmith,F,1961-05-06,1985-02-26
32922,Oguz,Plump,M,1959-05-20,1993-08-17
32940,Mabry,Onuegbe,M,1954-04-11,1991-02-14
32996,Pranjal,Mondadori,M,1959-03-08,1992-07-16
33022,Yechezkel,Pardalos,M,1957-07-11,1992-04-26
33032,Heping,Hasham,M,1964-11-20,1991-10-06
33032,Heping,Hasham,M,1964-11-20,1991-10-06
33041,Doowon,Birdsall,M,1953-04-16,1996-11-15
33073,Duro,Bade,M,1962-12-07,1986-09-07
33103,Horward,Huttel,M,1958-01-27,1990-08-14
33112,Martine,Pokrovskii,F,1953-03-03,1985-03-16
33117,Masoud,Guting,M,1952-02-26,1989-05-18
33136,Leandro,Alameldin,M,1958-02-14,1994-06-29
33160,Conrado,Eiron,M,1964-09-25,1992-07-05
33275,Masaru,Ramalingam,F,1961-06-27,1991-01-31
33293,Adamantios,Vanwelkenhuysen,M,1965-02-01,1987-12-12
33364,Stella,Plump,F,1955-01-08,1995-11-12
33389,Kristine,Kabayashi,M,1956-02-28,1998-01-06
33390,Sarita,Walstra,F,1961-11-22,1990-04-22
33396,Pascal,Stassinopoulos,M,1961-04-11,1990-08-30
33398,Sudharsan,Bratten,F,1959-02-16,1986-10-15
33429,Barton,Birsak,M,1953-08-06,1994-01-19
33453,Marek,Birdsall,M,1957-10-07,1985-04-04
33480,Horward,Rubsam,M,1964-02-20,1998-03-13
33502,Jeanna,Swiss,F,1957-05-11,1991-08-12
33513,Poornachandra,Tsunoo,M,1958-10-04,1995-07-25
33546,Raimond,Thorelli,M,1953-02-06,1995-07-04
33554,Kazuhiko,Bottner,M,1962-08-09,1986-09-04
33576,Serif,Rodite,F,1954-02-27,1987-10-14
33600,Tuval,Dayana,M,1962-03-24,1985-10-09
33602,Weiru,Krone,M,1954-03-30,1985-07-27
33611,Snehasis,Picco,F,1958-06-11,1990-12-30
33632,Yechezkel,Haddadi,M,1953-10-17,1992-11-11
33640,Marjo,Perz,M,1956-10-31,1985-04-10
33676,Poornachandra,Akazan,M,1964-01-05,1991-11-16
33707,Arunachalam,Vendrig,F,1957-06-23,1995-12-22
33753,Tsutomu,Lundstrom,M,1960-03-23,1997-06-02
33760,Franziska,Salvesen,M,1952-12-28,1995-01-16
33804,Kiyomitsu,Nooteboom,F,1960-11-26,1997-03-01
33861,Diederik,Neimat,M,1953-05-26,1993-03-26
33868,Oksana,Strehl,M,1955-02-11,1991-08-02
33869,Masato,Lukaszewicz,F,1959-11-12,1994-01-09
33888,Jouni,Brodie,M,1961-10-16,1992-08-14
33953,Fayez,Hainaut,M,1958-03-04,1990-10-01
33963,Kersti,Bratten,M,1955-03-26,1995-05-04
33979,Saeko,Worfolk,F,1961-08-05,1999-04-04
33999,Mohit,Jahnichen,M,1952-09-09,1991-01-22
34002,Rafail,Toyoshima,F,1960-07-10,1996-12-19
34037,Mitsuyuki,Herbst,F,1952-10-16,1992-09-11
34095,Miomir,Kranzdorf,M,1960-09-24,1985-09-21
34107,Zejun,Ramaiah,F,1955-03-12,1985-05-22
34110,Chaosheng,Matzke,F,1954-09-05,1987-05-13
34120,Leandro,Businaro,M,1954-04-18,1996-11-14
34163,Zorica,Isaak,F,1954-08-17,1994-07-14
34254,Moon,Marletta,F,1952-04-16,1986-06-15
34263,Monique,Clemencon,F,1961-12-29,1986-08-13
34272,Krisda,Fraisse,M,1955-06-16,1993-03-04
34276,Miomir,Steinauer,F,1960-04-04,1985-10-15
34318,Marko,Rande,F,1960-08-31,1995-06-16
34395,Mads,Sessa,F,1953-01-27,1989-05-04
34410,Miomir,Angot,F,1963-07-11,1994-03-03
34421,Hsiangchu,Journel,M,1956-08-27,1988-12-10
34433,Kien,Gyorkos,M,1954-11-06,1989-06-04
34445,Yuichiro,Schnabel,F,1963-06-06,1990-07-15
34459,Zhonghui,Swist,M,1958-08-10,1990-08-07
34465,Marek,Unni,F,1964-07-19,1995-11-05
34475,Shawna,Snedden,F,1962-12-17,1988-08-30
34501,Geoffry,Plesums,F,1959-09-29,1992-02-04
34539,Taiji,Oskamp,M,1953-04-17,1998-09-14
34585,Mads,Broomell,M,1955-07-05,1995-11-22
34590,Ranga,Glowinski,M,1958-07-04,1985-07-28
34621,Jasminko,Munch,M,1956-05-31,1993-07-17
34628,Mads,Shiratori,M,1963-12-25,1991-05-03
34668,Sachin,Szemeredi,F,1956-04-04,1995-07-07
34700,Raimond,Syrzycki,M,1958-09-17,1986-04-17
34718,Dmitri,Pesch,F,1960-06-28,1987-12-19
34736,Rosli,Gerlach,F,1960-09-08,1995-10-29
34824,Tadahiro,Pavlopoulou,M,1964-05-06,1987-07-01
34831,Poornachandra,Haldar,M,1953-09-28,1986-11-28
34837,Chandrasekaran,Bamford,F,1956-05-11,1992-08-18
34889,Diederik,Haumacher,M,1959-11-22,1993-08-04
34895,Przemyslawa,Crouzet,M,1956-06-29,1996-07-30
34902,Shunichi,Grospietsch,F,1957-02-13,1985-08-21
34903,Chinho,Servi,F,1964-05-01,1992-07-12
34912,DeForest,Meriste,F,1955-02-24,1992-05-08
34941,Susanne,Heering,M,1954-05-04,1986-08-22
35013,Yechiam,Bisiani,M,1962-07-15,1993-03-24
35035,Shin,Krupka,F,1957-11-10,1991-11-17
35055,Weiwu,Erdi,F,1964-11-04,1991-05-23
35082,Xuedong,Smeets,M,1956-05-03,1987-01-09
35111,Subbu,Schapire,M,1961-11-22,1995-09-13
35116,Geoffry,Chenney,F,1957-11-28,1995-05-15
35156,Erez,Kuhnemann,M,1953-02-03,1989-01-06
35159,Mohammad,Demke,M,1953-07-04,1988-06-27
35177,Barna,Douceur,M,1964-08-26,1991-03-20
35267,Arnould,Chinal,M,1955-02-07,1994-03-17
35272,Deniz,Strehl,F,1956-08-09,1995-10-20
35291,Shushma,Marsiglia,F,1959-02-08,1991-08-18
35343,Peternela,Ratzlaff,F,1963-02-06,1987-09-06
35345,Divier,Tiemann,M,1958-01-19,1986-01-06
35385,Jaihie,Massonet,M,1960-09-02,1988-01-22
35411,Billie,Rohrbach,M,1955-07-22,1992-07-02
35432,Chenyi,Willoner,F,1956-12-11,1995-02-28
35447,Gully,Kemmerer,M,1957-12-08,1989-05-23
35492,Nishit,Oberman,M,1961-05-01,1987-10-12
35588,Deniz,Gornas,M,1957-12-07,1993-06-14
35593,Radhika,Falster,F,1964-11-25,1998-03-13
35614,Brigham,Ecklund,M,1953-10-07,1990-03-18
35657,Gian,Vidal,F,1954-04-06,1989-02-25
35675,Huai,Panwar,F,1953-01-03,1986-08-13
35690,Khedija,Gluchowski,M,1961-09-18,1988-11-12
